Index	Score	Chemical_name	DrugBank_ID	Pubchem_ID	Uniprot_ID	Protein_Name	Gene_Name	Gene_ID	Confidence_Score	Source_database
16	-99.91	Fostamatinib	DB12010	11671467	Q8WU08	Serine/threonine-protein kinase 32A	STK32A	202374	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9BYT3	Serine/threonine-protein kinase 33	STK33	65975	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q8TDR2	Serine/threonine-protein kinase 35	STK35	140901	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9NRP7	Serine/threonine-protein kinase 36	STK36	27148	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q15208	Serine/threonine-protein kinase 38	STK38	11329	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9Y2H1	Serine/threonine-protein kinase 38-like	STK38L	23012	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9UEW8	STE20/SPS1-related proline-alanine-rich protein kinase	STK39	27347	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P43405	Tyrosine-protein kinase SYK	SYK	6850	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q7L7X3	Serine/threonine-protein kinase TAO1	TAOK1	57551	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9UL54	Serine/threonine-protein kinase TAO2	TAOK2	9344	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9H2K8	Serine/threonine-protein kinase TAO3	TAOK3	51347	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9UHD2	Serine/threonine-protein kinase TBK1	TBK1	29110	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P42680	Tyrosine-protein kinase Tec	TEC	7006	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q02763	Angiopoietin-1 receptor	TEK	7010	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q15569	Dual specificity testis-specific protein kinase 1	TESK1	7016	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P36897	TGF-beta receptor type-1	TGFBR1	7046	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P37173	TGF-beta receptor type-2	TGFBR2	7048	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P35590	Tyrosine-protein kinase receptor Tie-1	TIE1	7075	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9UKI8	Serine/threonine-protein kinase tousled-like 1	TLK1	9874	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q86UE8	Serine/threonine-protein kinase tousled-like 2	TLK2	11011	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9UKE5	TRAF2 and NCK-interacting protein kinase	TNIK	23043	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q13470	Non-receptor tyrosine-protein kinase TNK1	TNK1	8711	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q07912	Activated CDC42 kinase 1	TNK2	10188	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q59H18	Serine/threonine-protein kinase TNNI3K	TNNI3K	100526835; 51086	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9BXA7	Testis-specific serine/threonine-protein kinase 1	TSSK1B	83942	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P33981	Dual specificity protein kinase TTK	TTK	7272	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P42681	Tyrosine-protein kinase TXK	TXK	7294	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P29597	Non-receptor tyrosine-protein kinase TYK2	TYK2	7297	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q06418	Tyrosine-protein kinase receptor TYRO3	TYRO3	7301	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P22309	UDP-glucuronosyltransferase 1-1	UGT1A1	54658	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	O75385	Serine/threonine-protein kinase ULK1	ULK1	8408	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q8IYT8	Serine/threonine-protein kinase ULK2	ULK2	9706	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q6PHR2	Serine/threonine-protein kinase ULK3	ULK3	25989	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q99870	Vesicle monoamine transporter type 2	VMAT2	NA	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P30291	Wee1-like protein kinase	WEE1	7465	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P07947	Tyrosine-protein kinase Yes	YES1	7525	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	Q9NYL2	Mitogen-activated protein kinase kinase kinase MLT	ZAK	51776	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	P43403	Tyrosine-protein kinase ZAP-70	ZAP70	7535	1	DrugBank
16	-99.91	Fostamatinib	DB12010	11671467	O60885	Bromodomain-containing protein 4 	BRD4	23476	0.8	STITCH
17	-99.91	Y-27632	DB08756	448042	P61925	cAMP-dependent protein kinase inhibitor alpha	PKIA	5569	1	DrugBank
17	-99.91	Y-27632	DB08756	448042	P17612	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	5566	1	DrugBank
17	-99.91	Y-27632	DB08756	448042	Q13464	Rho-associated protein kinase 1	ROCK1	6093	1	DrugBank
17	-99.91	Y-27632	DB08756	448042	O75116	Rho-associated protein kinase 2	ROCK2	9475	1	DrugBank
17	-99.91	Y-27632	DB08756	448042	Q16512	Serine/threonine-protein kinase N1 	PKN1	5585	0.563	STITCH
17	-99.91	Y-27632	DB08756	448042	Q16513	Serine/threonine-protein kinase N2 	PKN2	5586	0.577	STITCH
17	-99.91	Y-27632	DB08756	448042	Q02156	Protein kinase C epsilon type 	PRKCE	5581	0.584	STITCH
18	-99.9	Dexketoprofen	DB09214	667550	P23219	Prostaglandin G/H synthase 1	PTGS1	5742	1	DrugBank
18	-99.9	Dexketoprofen	DB09214	667550	P35354	Prostaglandin G/H synthase 2	PTGS2	5743	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P10275	Androgen receptor	AR	367	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P0DP23	Calmodulin	CALM1	801; 805; 808	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P21728	D(1A) dopamine receptor	DRD1	1812	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P14416	D(2) dopamine receptor	DRD2	1813	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P28223	5-hydroxytryptamine receptor 2A	HTR2A	3356	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P28335	5-hydroxytryptamine receptor 2C	HTR2C	3358	1	DrugBank
19	-99.9	Fluphenazine	DB00623	3372	P35348	Alpha-1A adrenergic receptor 	ADRA1A	148	0.54	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P35368	Alpha-1B adrenergic receptor 	ADRA1B	147	0.611	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P25100	Alpha-1D adrenergic receptor 	ADRA1D	146	0.863	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P08913	Alpha-2A adrenergic receptor 	ADRA2A	150	0.565	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P18089	Alpha-2B adrenergic receptor 	ADRA2B	151	0.706	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P18825	Alpha-2C adrenergic receptor 	ADRA2C	152	0.662	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P35462	Dopamine D3 receptor	DRD3	1814	0.921	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P21918	Dopamine D5 receptor	DRD5	1816	0.669	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P35367	Histamine H1 receptor 	HRH1	3269	0.715	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P41595	5-hydroxytryptamine receptor 2B 	HTR2B	3357	0.657	STITCH
19	-99.9	Fluphenazine	DB00623	3372	P50406	5-hydroxytryptamine receptor 6 	HTR6	3362	0.648	STITCH
19	-99.9	Fluphenazine	DB00623	3372	Q99720	Sigma non-opioid intracellular receptor 1 	SIGMAR1	10280	0.693	STITCH
20	-99.88	alpha-estradiol (Alfatradiol)	NA	68570	P03372	Estrogen receptor 	ESR1	2099	0.67	STITCH
20	-99.88	alpha-estradiol (Alfatradiol)	NA	68570	Q92731	Estrogen receptor beta 	ESR2	2100	0.621	STITCH
21	-99.88	Navitoclax	DB12340	24978538	Q92934	Bcl2-associated agonist of cell death	BAD	572	1	DrugBank
21	-99.88	Navitoclax	DB12340	24978538	P10415	Apoptosis regulator Bcl-2	BCL2	596	1	DrugBank
21	-99.88	Navitoclax	DB12340	24978538	Q92843	Bcl-2-like protein 2	BCL2L2	599	1	DrugBank
21	-99.88	Navitoclax	DB12340	24978538	Q07817	Bcl-2-like protein 1 	BCL2L1	598	0.735	STITCH
22	-99.86	Thenoyltrifluoroacetone	DB04795	5601	P23141	Liver carboxylesterase 1	CES1	1066	1	DrugBank
22	-99.86	Thenoyltrifluoroacetone	DB04795	5601	P31040	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	SDHA	6389	1	DrugBank
22	-99.86	Thenoyltrifluoroacetone	DB04795	5601	P21912	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial "	SDHB	6390	0.794	STITCH
22	-99.86	Thenoyltrifluoroacetone	DB04795	5601	Q99643	"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial "	SDHC	6391	0.794	STITCH
22	-99.86	Thenoyltrifluoroacetone	DB04795	5601	O14521	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial "	SDHD	6392	0.741	STITCH
23	-99.85	Atorvastatin	DB01076	60823	P35869	Aryl hydrocarbon receptor	AHR	196	1	DrugBank
23	-99.85	Atorvastatin	DB01076	60823	P27487	Dipeptidyl peptidase 4	DPP4	1803	1	DrugBank
23	-99.85	Atorvastatin	DB01076	60823	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase	HMGCR	3156	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P35348	Alpha-1A adrenergic receptor	ADRA1A	148	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P08913	Alpha-2A adrenergic receptor	ADRA2A	150	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P21728	D(1A) dopamine receptor	DRD1	1812	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P14416	D(2) dopamine receptor	DRD2	1813	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P21918	D(1B) dopamine receptor	DRD5	1816	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P35367	Histamine H1 receptor	HRH1	3269	1	DrugBank
24	-99.78	Zuclopenthixol	DB01624	5311507	P28223	5-hydroxytryptamine receptor 2A	HTR2A	3356	1	DrugBank
25	-99.77	HY-11007	NA	5311510	P00519	Tyrosine-protein kinase ABL1 	ABL1	25	0.795	STITCH
25	-99.77	HY-11007	NA	5311510	P42684	Abelson tyrosine-protein kinase 2 	ABL2	27	0.735	STITCH
25	-99.77	HY-11007	NA	5311510	P51451	Tyrosine-protein kinase Blk 	BLK	640	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P51813	Cytoplasmic tyrosine-protein kinase BMX 	BMX	660	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	Q06187	Tyrosine-protein kinase BTK 	BTK	695	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P41240	Tyrosine-protein kinase CSK 	CSK	1445	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P09769	Tyrosine-protein kinase Fgr 	FGR	2268	0.553	STITCH
25	-99.77	HY-11007	NA	5311510	P42685	Tyrosine-protein kinase FRK 	FRK	2444	0.553	STITCH
25	-99.77	HY-11007	NA	5311510	P06241	Tyrosine-protein kinase Fyn 	FYN	2534	0.553	STITCH
25	-99.77	HY-11007	NA	5311510	P08631	Tyrosine-protein kinase HCK 	HCK	3055	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	Q08881	Tyrosine-protein kinase ITK/TSK 	ITK	3702	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P23458	Tyrosine-protein kinase JAK1 	JAK1	3716	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	O60674	Tyrosine-protein kinase JAK2 	JAK2	3717	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P52333	Tyrosine-protein kinase JAK3 	JAK3	3718	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P06239	Tyrosine-protein kinase Lck 	LCK	3932	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P07948	Tyrosine-protein kinase Lyn 	LYN	4067	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P42679	Megakaryocyte-associated tyrosine-protein kinase 	MATK	4145	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	Q13882	Protein-tyrosine kinase 6 	PTK6	5753	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P12931	Proto-oncogene tyrosine-protein kinase Src 	SRC	6714	0.553	STITCH
25	-99.77	HY-11007	NA	5311510	Q9H3Y6	Tyrosine-protein kinase Srms 	SRMS	6725	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P42680	Tyrosine-protein kinase Tec 	TEC	7006	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P42681	Tyrosine-protein kinase TXK 	TXK	7294	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P29597	Non-receptor tyrosine-protein kinase TYK2 	TYK2	7297	0.421	STITCH
25	-99.77	HY-11007	NA	5311510	P07947	Tyrosine-protein kinase Yes 	YES1	7525	0.553	STITCH
26	-99.73	SCH-28080	NA	108137	P20648	Potassium-transporting ATPase alpha chain 1 	ATP4A	495	0.522	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P00352	Retinal dehydrogenase 1	ALDH1A1	216	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	O94788	Retinal dehydrogenase 2	ALDH1A2	8854	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P47895	Aldehyde dehydrogenase family 1 member A3	ALDH1A3	220	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P05090	Apolipoprotein D	APOD	347	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	O75911	Short-chain dehydrogenase/reductase 3	DHRS3	9249	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q9BTZ2	Dehydrogenase/reductase SDR family member 4	DHRS4	10901	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	O60760	Hematopoietic prostaglandin D synthase	HPGDS	27306	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	O95237	Lecithin retinol acyltransferase	LRAT	9227	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P09455	Retinol-binding protein 1	RBP1	5947	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P10745	Retinol-binding protein 3	RBP3	5949	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q8TC12	Retinol dehydrogenase 11	RDH11	51109	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q96NR8	Retinol dehydrogenase 12	RDH12	145226	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q8NBN7	Retinol dehydrogenase 13	RDH13	112724	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q9HBH5	Retinol dehydrogenase 14	RDH14	57665	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q92781	11-cis retinol dehydrogenase	RDH5	5959	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q9NYR8	Retinol dehydrogenase 8	RDH8	50700	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	Q6NUM9	"All-trans-retinol 13,14-reductase"	RETSAT	54884	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P12271	Retinaldehyde-binding protein 1	RLBP1	6017	1	DrugBank
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P49747	Cartilage oligomeric matrix protein 	COMP	1311	0.795	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P09466	Glycodelin 	PAEP	5047	0.773	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P50120	Retinol-binding protein 2 	RBP2	5948	0.832	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P02753	Retinol-binding protein 4 	RBP4	5950	0.8	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P07996	Thrombospondin-1	THBS1	7057	0.658	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P35442	Thrombospondin-2	THBS2	7058	0.658	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P49746	Thrombospondin-3	THBS3	7059	0.705	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P35443	Thrombospondin-4	THBS4	7060	0.705	STITCH
27	-99.72	Retinol (Vitamin A)	DB00162	445354	P02766	Transthyretin 	TTR	7276	0.8	STITCH
28	-99.72	SB-216763	NA	176158	P49840	Glycogen synthase kinase-3 alpha 	GSK3A	2931	0.584	STITCH
28	-99.72	SB-216763	NA	176158	P49841	Glycogen synthase kinase-3 beta 	GSK3B	2932	0.667	STITCH
29	-99.69	Bisoprolol	DB00612	2405	P08588	Beta-1 adrenergic receptor	ADRB1	153	1	DrugBank
29	-99.69	Bisoprolol	DB00612	2405	P07550	Beta-2 adrenergic receptor	ADRB2	154	1	DrugBank
30	-99.62	Carteolol	DB00521	2583	P08588	Beta-1 adrenergic receptor	ADRB1	153	1	DrugBank
30	-99.62	Carteolol	DB00521	2583	P07550	Beta-2 adrenergic receptor	ADRB2	154	1	DrugBank
31	-99.59	Selegiline	DB01037	26757	P21397	Amine oxidase [flavin-containing] A	MAOA	4128	1	DrugBank
31	-99.59	Selegiline	DB01037	26757	P27338	Amine oxidase [flavin-containing] B	MAOB	4129	1	DrugBank
31	-99.59	Selegiline	DB01037	26757	O60341	Lysine-specific histone demethylase 1A 	KDM1A	23028	0.512	STITCH
31	-99.59	Selegiline	DB01037	26757	Q8NB78	Lysine-specific histone demethylase 1B 	KDM1B	221656	0.512	STITCH
32	-99.58	triptolide	DB12025	107985	P55085	Proteinase-activated receptor 2 	F2RL1	2150	0.647	STITCH
32	-99.58	triptolide	DB12025	107985	P35354	Prostaglandin G/H synthase 2 	PTGS2	5743	0.583	STITCH
33	-99.57	Lisuride	DB00589	28864	P08913	Alpha-2A adrenergic receptor	ADRA2A	150	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P18089	Alpha-2B adrenergic receptor	ADRA2B	151	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P18825	Alpha-2C adrenergic receptor	ADRA2C	152	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P21728	D(1A) dopamine receptor	DRD1	1812	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P14416	D(2) dopamine receptor	DRD2	1813	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P35462	D(3) dopamine receptor	DRD3	1814	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P21917	D(4) dopamine receptor	DRD4	1815	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P21918	D(1B) dopamine receptor	DRD5	1816	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P08908	5-hydroxytryptamine receptor 1A 	HTR1A	3350	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P28222	5-hydroxytryptamine receptor 1B	HTR1B	3351	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P28221	5-hydroxytryptamine receptor 1D	HTR1D	3352	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P28223	5-hydroxytryptamine receptor 2A	HTR2A	3356	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P41595	5-hydroxytryptamine receptor 2B	HTR2B	3357	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P28335	5-hydroxytryptamine receptor 2C	HTR2C	3358	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P34969	5-hydroxytryptamine receptor 7	HTR7	3363	1	DrugBank
33	-99.57	Lisuride	DB00589	28864	P35348	Alpha-1A adrenergic receptor 	ADRA1A	148	0.784	STITCH
33	-99.57	Lisuride	DB00589	28864	P35368	Alpha-1B adrenergic receptor 	ADRA1B	147	0.804	STITCH
33	-99.57	Lisuride	DB00589	28864	P25100	Alpha-1D adrenergic receptor 	ADRA1D	146	0.86	STITCH
33	-99.57	Lisuride	DB00589	28864	P08588	Beta-1 adrenergic receptor 	ADRB1	153	0.637	STITCH
33	-99.57	Lisuride	DB00589	28864	P07550	Beta-2 adrenergic receptor 	ADRB2	154	0.691	STITCH
33	-99.57	Lisuride	DB00589	28864	P10635	Cytochrome P450 2D6 	CYP2D6	1565	0.638	STITCH
33	-99.57	Lisuride	DB00589	28864	P35367	Histamine H1 receptor 	HRH1	3269	0.59	STITCH
33	-99.57	Lisuride	DB00589	28864	P25021	Histamine H2 receptor 	HRH2	3274	0.464	STITCH
33	-99.57	Lisuride	DB00589	28864	P28566	5-hydroxytryptamine receptor 1E 	HTR1E	3354	0.594	STITCH
33	-99.57	Lisuride	DB00589	28864	P30939	5-hydroxytryptamine receptor 1F 	HTR1F	3355	0.594	STITCH
33	-99.57	Lisuride	DB00589	28864	P50406	5-hydroxytryptamine receptor 6 	HTR6	3362	0.862	STITCH
34	-99.57	Topiramate	DB00273	5284627	P00915	Carbonic anhydrase 1	CA1	759	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P00918	Carbonic anhydrase 2	CA2	760	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P07451	Carbonic anhydrase 3	CA3	761	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P22748	Carbonic anhydrase 4	CA4	762	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P14867	Gamma-aminobutyric acid receptor subunit alpha-1	GABRA1	2554	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P47869	Gamma-aminobutyric acid receptor subunit alpha-2	GABRA2	2555	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P34903	Gamma-aminobutyric acid receptor subunit alpha-3	GABRA3	2556	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P48169	Gamma-aminobutyric acid receptor subunit alpha-4	GABRA4	2557	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P31644	Gamma-aminobutyric acid receptor subunit alpha-5	GABRA5	2558	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	Q16445	Gamma-aminobutyric acid receptor subunit alpha-6	GABRA6	2559	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P18505	Gamma-aminobutyric acid receptor subunit beta-1	GABRB1	2560	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P47870	Gamma-aminobutyric acid receptor subunit beta-2	GABRB2	2561	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P28472	Gamma-aminobutyric acid receptor subunit beta-3	GABRB3	2562	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	O14764	Gamma-aminobutyric acid receptor subunit delta	GABRD	2563	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P78334	Gamma-aminobutyric acid receptor subunit epsilon	GABRE	2564	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	Q8N1C3	Gamma-aminobutyric acid receptor subunit gamma-1	GABRG1	2565	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P18507	Gamma-aminobutyric acid receptor subunit gamma-2	GABRG2	2566	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	Q99928	Gamma-aminobutyric acid receptor subunit gamma-3	GABRG3	2567	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	O00591	Gamma-aminobutyric acid receptor subunit pi	GABRP	2568	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	Q9UN88	Gamma-aminobutyric acid receptor subunit theta	GABRQ	55879	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P39086	"Glutamate receptor ionotropic, kainate 1"	GRIK1	2897	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	P35498	Sodium channel protein type 1 subunit alpha	SCN1A	6323	1	DrugBank
34	-99.57	Topiramate	DB00273	5284627	O43570	Carbonic anhydrase 12 	CA12	771	0.817	STITCH
34	-99.57	Topiramate	DB00273	5284627	Q8N1Q1	Carbonic anhydrase 13 	CA13	377677	0.664	STITCH
34	-99.57	Topiramate	DB00273	5284627	Q9ULX7	Carbonic anhydrase 14 	CA14	23632	0.444	STITCH
34	-99.57	Topiramate	DB00273	5284627	P35218	"Carbonic anhydrase 5A, mitochondrial "	CA5A	763	0.657	STITCH
34	-99.57	Topiramate	DB00273	5284627	Q9Y2D0	"Carbonic anhydrase 5B, mitochondrial "	CA5B	11238	0.681	STITCH
34	-99.57	Topiramate	DB00273	5284627	P23280	Carbonic anhydrase 6 	CA6	765	0.666	STITCH
34	-99.57	Topiramate	DB00273	5284627	P43166	Carbonic anhydrase 7 	CA7	766	0.849	STITCH
34	-99.57	Topiramate	DB00273	5284627	Q16790	Carbonic anhydrase 9 	CA9	768	0.66	STITCH
35	-99.53	hexamethyleneamiloride	NA	1794	P41143	Delta-type opioid receptor 	OPRD1	4985	0.416	STITCH
35	-99.53	hexamethyleneamiloride	NA	1794	P35372	Mu-type opioid receptor 	OPRM1	4988	0.483	STITCH
36	-99.5	MLN-4924 (Pevonedistat)	DB11759	16720766	Q13564	NEDD8-activating enzyme E1 regulatory subunit 	NAE1	8883	0.8	STITCH
36	-99.5	MLN-4924 (Pevonedistat)	DB11759	16720766	Q15843	NEDD8 	NEDD8	4738	0.8	STITCH
36	-99.5	MLN-4924 (Pevonedistat)	DB11759	16720766	Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit 	UBA3	9039	0.8	STITCH
37	-99.48	EHNA	NA	3206	P00813	Adenosine deaminase 	ADA	100	0.969	STITCH
37	-99.48	EHNA	NA	3206	Q9NZK5	Adenosine deaminase 2 	ADA2	51816	0.674	STITCH
37	-99.48	EHNA	NA	3206	P30542	Adenosine receptor A1	ADORA1	134	0.451	STITCH
37	-99.48	EHNA	NA	3206	P29274	Adenosine receptor A2a	ADORA2A	135	0.483	STITCH
37	-99.48	EHNA	NA	3206	P29275	Adenosine receptor A2b	ADORA2B	136	0.417	STITCH
37	-99.48	EHNA	NA	3206	P23109	AMP deaminase 1 	AMPD1	270	0.577	STITCH
37	-99.48	EHNA	NA	3206	Q01433	AMP deaminase 2 	AMPD2	271	0.577	STITCH
37	-99.48	EHNA	NA	3206	Q01432	AMP deaminase 3 	AMPD3	272	0.577	STITCH
37	-99.48	EHNA	NA	3206	O00408	"cGMP-dependent 3',5'-cyclic phosphodiesterase "	PDE2A	5138	0.8	STITCH
38	-99.46	Chlorprothixene	DB01239	667467	P11229	Muscarinic acetylcholine receptor M1	CHRM1	1128	1	DrugBank
38	-99.46	Chlorprothixene	DB01239	667467	P08172	Muscarinic acetylcholine receptor M2	CHRM2	1129	1	DrugBank
38	-99.46	Chlorprothixene	DB01239	667467	P20309	Muscarinic acetylcholine receptor M3	CHRM3	1131	1	DrugBank
38	-99.46	Chlorprothixene	DB01239	667467	P08173	Muscarinic acetylcholine receptor M4	CHRM4	1132	1	DrugBank
