Rank	Uniprot_ID	Num_Compounds	Protein_Name	Gene_Name	Gene_ID
381	P24903	2	Cytochrome P450 2F1 	CYP2F1	1572
382	P51589	2	Cytochrome P450 2J2 	CYP2J2	1573
383	Q6VVX0	2	Vitamin D 25-hydroxylase 	CYP2R1	120227
384	Q96SQ9	2	Cytochrome P450 2S1 	CYP2S1	29785
385	Q7Z449	2	Cytochrome P450 2U1 	CYP2U1	113612
386	Q8TAV3	2	Cytochrome P450 2W1 	CYP2W1	54905
387	Q9NYL5	2	24-hydroxycholesterol 7-alpha-hydroxylase 	CYP39A1	51302
388	Q9HB55	2	Cytochrome P450 3A43 	CYP3A43	64816
389	P20815	2	Cytochrome P450 3A5	CYP3A5	1577
390	P24462	2	Cytochrome P450 3A7	CYP3A7	100861540
391	Q9Y6A2	2	Cholesterol 24-hydroxylase 	CYP46A1	10858
392	Q02928	2	Cytochrome P450 4A11 	CYP4A11	1579
393	Q5TCH4	2	Cytochrome P450 4A22 	CYP4A22	284541
394	P13584	2	Cytochrome P450 4B1 	CYP4B1	1580
395	Q9HBI6	2	Phylloquinone omega-hydroxylase CYP4F11 	CYP4F11	57834
396	Q9HCS2	2	Cytochrome P450 4F12 	CYP4F12	66002
397	P78329	2	Phylloquinone omega-hydroxylase CYP4F2 	CYP4F2	8529
398	Q6NT55	2	Cytochrome P450 4F22 	CYP4F22	126410
399	Q08477	2	Docosahexaenoic acid omega-hydroxylase CYP4F3 	CYP4F3	4051
400	Q6ZWL3	2	Cytochrome P450 4V2 	CYP4V2	285440
401	Q8N118	2	Cytochrome P450 4X1 	CYP4X1	260293
402	Q86W10	2	Cytochrome P450 4Z1 	CYP4Z1	199974
403	Q16850	2	Lanosterol 14-alpha demethylase 	CYP51A1	1595
404	P22680	2	Cholesterol 7-alpha-monooxygenase 	CYP7A1	1581
405	O75881	2	25-hydroxycholesterol 7-alpha-hydroxylase 	CYP7B1	9420
406	Q9UNU6	2	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase 	CYP8B1	1582
407	P14061	2	Estradiol 17-beta-dehydrogenase 1 	HSD17B1	3292
408	Q16647	2	Prostacyclin synthase 	PTGIS	5740
409	P19793	2	Retinoic acid receptor RXR-alpha 	RXRA	6256
410	P04156	2	Major prion protein 	PRNP	5621
411	P50613	2	Cyclin-dependent kinase 7 	CDK7	1022
412	P07900	2	Heat shock protein HSP 90-alpha 	HSP90AA1	3320
413	P08238	2	Heat shock protein HSP 90-beta 	HSP90AB1	3326
414	P14625	2	Endoplasmin 	HSP90B1	7184
415	Q12931	2	"Heat shock protein 75 kDa, mitochondrial "	TRAP1	10131
416	P24941	2	Cyclin-dependent kinase 2	CDK2	1017
417	Q14432	2	"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"	PDE3A	5139
418	Q9UBK8	2	Methionine synthase reductase 	MTRR	4552
419	Q9UHB4	2	NADPH-dependent diflavin oxidoreductase 1 	NDOR1	27158
420	P29475	2	"Nitric oxide synthase, brain "	NOS1	4842
421	P35228	2	"Nitric oxide synthase, inducible "	NOS2	4843
422	P29474	2	"Nitric oxide synthase, endothelial "	NOS3	4846
423	P16435	2	NADPH--cytochrome P450 reductase 	POR	5447
424	Q9NV66	2	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase 	TYW1	55253
425	Q9Y6L6	1	Solute carrier organic anion transporter family member 1B1	SLCO1B1	10599
426	Q9NPD5	1	Solute carrier organic anion transporter family member 1B3	SLCO1B3	28234
427	P15121	1	Aldose reductase 	AKR1B1	231
428	O00590	1	Atypical chemokine receptor 2 	ACKR2	1238
429	P25106	1	Atypical chemokine receptor 3 	ACKR3	57007
430	P30556	1	Type-1 angiotensin II receptor 	AGTR1	185
431	P50052	1	Type-2 angiotensin II receptor 	AGTR2	186
432	P35414	1	Apelin receptor 	APLNR	187
433	P37288	1	Vasopressin V1a receptor 	AVPR1A	552
434	P47901	1	Vasopressin V1b receptor 	AVPR1B	553
435	P30518	1	Vasopressin V2 receptor 	AVPR2	554
436	P46663	1	B1 bradykinin receptor 	BDKRB1	623
437	P32247	1	Bombesin receptor subtype-3 	BRS3	680
438	P32238	1	Cholecystokinin receptor type A 	CCKAR	886
439	P32239	1	Gastrin/cholecystokinin type B receptor 	CCKBR	887
440	P32246	1	C-C chemokine receptor type 1 	CCR1	1230
441	P41597	1	C-C chemokine receptor type 2 	CCR2	729230
442	P51677	1	C-C chemokine receptor type 3 	CCR3	1232
443	P51679	1	C-C chemokine receptor type 4 	CCR4	1233
444	P51681	1	C-C chemokine receptor type 5 	CCR5	1234
445	P51686	1	C-C chemokine receptor type 9 	CCR9	10803
446	P21554	1	Cannabinoid receptor 1 	CNR1	1268
447	P34972	1	Cannabinoid receptor 2 	CNR2	1269
448	P61073	1	C-X-C chemokine receptor type 4 	CXCR4	7852
449	O00574	1	C-X-C chemokine receptor type 6 	CXCR6	10663
450	P25101	1	Endothelin-1 receptor 	EDNRA	1909
451	P24530	1	Endothelin receptor type B 	EDNRB	1910
452	Q5NUL3	1	Free fatty acid receptor 4 	FFAR4	338557
453	P47211	1	Galanin receptor type 1 	GALR1	2587
454	O43603	1	Galanin receptor type 2 	GALR2	8811
455	O60755	1	Galanin receptor type 3 	GALR3	8484
456	Q92847	1	Growth hormone secretagogue receptor type 1 	GHSR	2693
457	Q96P66	1	Probable G-protein coupled receptor 101	GPR101	83550
458	Q8TDV5	1	Glucose-dependent insulinotropic receptor 	GPR119	139760
459	P47775	1	G-protein coupled receptor 12	GPR12	2835
460	Q8IZ08	1	Probable G-protein coupled receptor 135	GPR135	64582
461	Q6DWJ6	1	Probable G-protein coupled receptor 139 	GPR139	124274
462	Q7Z601	1	Probable G-protein coupled receptor 142 	GPR142	350383
463	Q8TDV2	1	Probable G-protein coupled receptor 148 	GPR148	344561
464	Q8NGU9	1	Probable G-protein coupled receptor 150	GPR150	285601
465	Q8TDV0	1	Probable G-protein coupled receptor 151 	GPR151	134391
466	Q8N6U8	1	G-protein coupled receptor 161 	GPR161	23432
467	Q9NS66	1	Probable G-protein coupled receptor 173 	GPR173	54328
468	Q14439	1	G-protein coupled receptor 176 	GPR176	11245
469	Q15760	1	Probable G-protein coupled receptor 19 	GPR19	2842
470	Q99679	1	Probable G-protein coupled receptor 21	GPR21	2844
471	Q99680	1	Probable G-protein coupled receptor 22	GPR22	2845
472	Q8NDV2	1	G-protein coupled receptor 26	GPR26	2849
473	Q9NS67	1	Probable G-protein coupled receptor 27 	GPR27	2850
474	P46089	1	G-protein coupled receptor 3 	GPR3	2827
475	O15354	1	Prosaposin receptor GPR37 	GPR37	2861
476	O60883	1	Prosaposin receptor GPR37L1 	GPR37L1	9283
477	O43194	1	G-protein coupled receptor 39	GPR39	2863
478	Q9Y5Y3	1	Probable G-protein coupled receptor 45 	GPR45	11250
479	Q9Y2T5	1	G-protein coupled receptor 52	GPR52	9293
480	P46095	1	G-protein coupled receptor 6 	GPR6	2830
481	Q9BZJ8	1	Probable G-protein coupled receptor 61 	GPR61	83873
482	Q9BZJ7	1	Probable G-protein coupled receptor 62 	GPR62	118442
483	Q9BZJ6	1	Probable G-protein coupled receptor 63 	GPR63	81491
484	Q8IYL9	1	Psychosine receptor 	GPR65	8477
485	Q96P69	1	G-protein coupled receptor 78	GPR78	27201
486	Q9NYM4	1	Probable G-protein coupled receptor 83 	GPR83	10888
487	Q9NQS5	1	G-protein coupled receptor 84 	GPR84	53831
488	P60893	1	Probable G-protein coupled receptor 85 	GPR85	54329
489	Q9GZN0	1	Probable G-protein coupled receptor 88 	GPR88	54112
490	P30550	1	Gastrin-releasing peptide receptor 	GRPR	2925
491	O43613	1	Orexin receptor type 1 	HCRTR1	3061
492	O43614	1	Orexin receptor type 2 	HCRTR2	3062
493	Q969F8	1	KiSS-1 receptor 	KISS1R	84634
494	Q9HBW0	1	Lysophosphatidic acid receptor 2 	LPAR2	9170
495	P33241	1	Lymphocyte-specific protein 1 	LSP1	4046
496	Q15722	1	Leukotriene B4 receptor 1 	LTB4R	1241
497	Q9NPC1	1	Leukotriene B4 receptor 2 	LTB4R2	56413
498	Q01726	1	Melanocyte-stimulating hormone receptor 	MC1R	4157
499	Q01718	1	Adrenocorticotropic hormone receptor 	MC2R	4158
500	P41968	1	Melanocortin receptor 3 	MC3R	4159
501	P32245	1	Melanocortin receptor 4 	MC4R	4160
502	P33032	1	Melanocortin receptor 5 	MC5R	4161
503	Q99705	1	Melanin-concentrating hormone receptor 1 	MCHR1	2847
504	Q969V1	1	Melanin-concentrating hormone receptor 2 	MCHR2	84539
505	O43193	1	Motilin receptor 	MLNR	2862
506	P28336	1	Neuromedin-B receptor 	NMBR	4829
507	Q9HB89	1	Neuromedin-U receptor 1 	NMUR1	10316
508	Q9GZQ4	1	Neuromedin-U receptor 2 	NMUR2	56923
509	P48145	1	Neuropeptides B/W receptor type 1 	NPBWR1	2831
510	P48146	1	Neuropeptides B/W receptor type 2 	NPBWR2	2832
511	Q9GZQ6	1	Neuropeptide FF receptor 1 	NPFFR1	64106
512	Q9Y5X5	1	Neuropeptide FF receptor 2 	NPFFR2	10886
513	Q6W5P4	1	Neuropeptide S receptor 	NPSR1	387129
514	P25929	1	Neuropeptide Y receptor type 1 	NPY1R	4886
515	P49146	1	Neuropeptide Y receptor type 2 	NPY2R	4887
516	P50391	1	Neuropeptide Y receptor type 4 	NPY4R	100996758
517	Q15761	1	Neuropeptide Y receptor type 5 	NPY5R	4889
518	P30989	1	Neurotensin receptor type 1 	NTSR1	4923
519	O95665	1	Neurotensin receptor type 2 	NTSR2	23620
520	P04000	1	Long-wave-sensitive opsin 1 	OPN1LW	NA
521	P04001	1	Medium-wave-sensitive opsin 1 	OPN1MW	101060233
522	P03999	1	Short-wave-sensitive opsin 1 	OPN1SW	611
523	Q9H1Y3	1	Opsin-3 	OPN3	23596
524	Q9UHM6	1	Melanopsin 	OPN4	94233
525	Q6U736	1	Opsin-5 	OPN5	221391
526	P41146	1	Nociceptin receptor 	OPRL1	4987
527	P30559	1	Oxytocin receptor 	OXTR	5021
528	P49683	1	Prolactin-releasing peptide receptor 	PRLHR	2834
529	Q8TCW9	1	Prokineticin receptor 1 	PROKR1	10887
530	Q8NFJ6	1	Prokineticin receptor 2 	PROKR2	128674
531	Q13258	1	Prostaglandin D2 receptor 	PTGDR	5729
532	P43088	1	Prostaglandin F2-alpha receptor 	PTGFR	5737
533	Q96P65	1	Pyroglutamylated RFamide peptide receptor 	QRFPR	84109
534	P47804	1	RPE-retinal G protein-coupled receptor	RGR	5995
535	P08100	1	Rhodopsin 	RHO	6010
536	O14718	1	Visual pigment-like receptor peropsin	RRH	10692
537	Q9NSD7	1	Relaxin-3 receptor 1 	RXFP3	51289
538	Q8TDU9	1	Relaxin-3 receptor 2 	RXFP4	339403
539	P30872	1	Somatostatin receptor type 1 	SSTR1	6751
540	P30874	1	Somatostatin receptor type 2 	SSTR2	6752
541	P32745	1	Somatostatin receptor type 3 	SSTR3	6753
542	P31391	1	Somatostatin receptor type 4 	SSTR4	6754
543	P35346	1	Somatostatin receptor type 5 	SSTR5	6755
544	Q9P1P5	1	Trace amine-associated receptor 2 	TAAR2	9287
545	O14804	1	Trace amine-associated receptor 5 	TAAR5	9038
546	Q96RI8	1	Trace amine-associated receptor 6 	TAAR6	319100
547	Q969N4	1	Trace amine-associated receptor 8 	TAAR8	83551
548	P21731	1	Thromboxane A2 receptor 	TBXA2R	6915
549	P34981	1	Thyrotropin-releasing hormone receptor 	TRHR	7201
550	Q9UKP6	1	Urotensin-2 receptor 	UTS2R	2837
551	P25105	1	Platelet-activating factor receptor 	PTAFR	5724
552	Q13547	1	Histone deacetylase 1 	HDAC1	3065
553	O15379	1	Histone deacetylase 3 	HDAC3	8841
554	Q9UBN7	1	Histone deacetylase 6 	HDAC6	10013
555	P36896	1	Activin receptor type-1B	ACVR1B	91
556	P0DMS8	1	Adenosine receptor A3	ADORA3	140
557	P09917	1	Arachidonate 5-lipoxygenase	ALOX5	240
558	Q8NFD2	1	Ankyrin repeat and protein kinase domain-containing protein 1	ANKK1	255239
559	Q13873	1	Bone morphogenetic protein receptor type-2	BMPR2	659
560	Q14012	1	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	8536
561	Q8IU85	1	Calcium/calmodulin-dependent protein kinase type 1D	CAMK1D	57118
562	Q96NX5	1	Calcium/calmodulin-dependent protein kinase type 1G	CAMK1G	57172
563	Q13554	1	Calcium/calmodulin-dependent protein kinase type II subunit beta	CAMK2B	816
564	Q13557	1	Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	817
565	Q13555	1	Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	818
566	Q8N5S9	1	Calcium/calmodulin-dependent protein kinase kinase 1	CAMKK1	84254
567	O14936	1	Peripheral plasma membrane protein CASK	CASK	8573
568	Q6DT37	1	Serine/threonine-protein kinase MRCK gamma	CDC42BPG	55561
569	Q96Q40	1	Cyclin-dependent kinase 15	CDK15	65061
570	Q00536	1	Cyclin-dependent kinase 16	CDK16	5127
571	Q00537	1	Cyclin-dependent kinase 17	CDK17	5128
572	Q00532	1	Cyclin-dependent kinase-like 1	CDKL1	8814
573	Q92772	1	Cyclin-dependent kinase-like 2	CDKL2	8999
574	O96017	1	Serine/threonine-protein kinase Chk2	CHEK2	11200
575	Q7Z460	1	CLIP-associating protein 1	CLASP1	23332
576	P49759	1	Dual specificity protein kinase CLK1	CLK1	1195
577	P49760	1	Dual specificity protein kinase CLK2	CLK2	1196
578	P49761	1	Dual specificity protein kinase CLK3	CLK3	1198
579	Q9HAZ1	1	Dual specificity protein kinase CLK4	CLK4	57396
580	P07498	1	Kappa-casein	CSN3	1448
581	P48729	1	Casein kinase I isoform alpha	CSNK1A1	1452
582	P07711	1	Cathepsin L1	CTSL	1514
583	P25774	1	Cathepsin S	CTSS	1520
584	Q8N568	1	Serine/threonine-protein kinase DCLK2	DCLK2	166614
585	Q13627	1	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	DYRK1A	1859
586	Q9BQI3	1	Eukaryotic translation initiation factor 2-alpha kinase 1	EIF2AK1	27102
587	O75460	1	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	2081
588	O00519	1	Fatty-acid amide hydrolase 1	FAAH	2166
589	P16591	1	Tyrosine-protein kinase Fer	FER	2241
590	P07332	1	Tyrosine-protein kinase Fes/Fps	FES	2242
591	P21802	1	Fibroblast growth factor receptor 2	FGFR2	2263
592	Q9H422	1	Homeodomain-interacting protein kinase 3	HIPK3	10114
593	Q9UPZ9	1	Serine/threonine-protein kinase ICK	ICK	22858
594	P14616	1	Insulin receptor-related protein	INSRR	3645
595	Q9NWZ3	1	Interleukin-1 receptor-associated kinase 4	IRAK4	51135
596	O95835	1	Serine/threonine-protein kinase LATS1	LATS1	9113
597	Q5S007	1	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	120892
598	P36507	1	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	5605
599	P46734	1	Dual specificity mitogen-activated protein kinase kinase 3	MAP2K3	5606
600	P52564	1	Dual specificity mitogen-activated protein kinase kinase 6	MAP2K6	5608
601	Q13233	1	Mitogen-activated protein kinase kinase kinase 1	MAP3K1	4214
602	Q12852	1	Mitogen-activated protein kinase kinase kinase 12	MAP3K12	7786
603	O43283	1	Mitogen-activated protein kinase kinase kinase 13	MAP3K13	9175
604	Q6ZN16	1	Mitogen-activated protein kinase kinase kinase 15	MAP3K15	389840
605	Q9Y6R4	1	Mitogen-activated protein kinase kinase kinase 4	MAP3K4	4216
606	O95382	1	Mitogen-activated protein kinase kinase kinase 6	MAP3K6	9064
607	Q92918	1	Mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	11184
608	Q8IVH8	1	Mitogen-activated protein kinase kinase kinase kinase 3	MAP4K3	8491
609	O15264	1	Mitogen-activated protein kinase 13	MAPK13	5603
610	Q8TD08	1	Mitogen-activated protein kinase 15	MAPK15	225689
611	P31152	1	Mitogen-activated protein kinase 4	MAPK4	5596
612	Q8IW41	1	MAP kinase-activated protein kinase 5	MAPKAPK5	8550
613	Q9Y2H9	1	Microtubule-associated serine/threonine-protein kinase 1	MAST1	22983
614	Q14680	1	Maternal embryonic leucine zipper kinase	MELK	9833
615	Q12866	1	Tyrosine-protein kinase Mer	MERTK	10461
616	Q04912	1	Macrophage-stimulating protein receptor	MST1R	4486
617	Q15746	1	"Myosin light chain kinase, smooth muscle"	MYLK	4638
618	Q9H1R3	1	"Myosin light chain kinase 2, skeletal/cardiac muscle"	MYLK2	85366
619	Q32MK0	1	Myosin light chain kinase 3	MYLK3	91807
620	Q8NEV4	1	Myosin-IIIa	MYO3A	53904
621	Q96PY6	1	Serine/threonine-protein kinase Nek1	NEK1	4750
622	P51955	1	Serine/threonine-protein kinase Nek2	NEK2	4751
623	P51956	1	Serine/threonine-protein kinase Nek3	NEK3	4752
624	P51957	1	Serine/threonine-protein kinase Nek4	NEK4	6787
625	Q6P3R8	1	Serine/threonine-protein kinase Nek5	NEK5	341676
626	Q8IY84	1	Serine/threonine-protein kinase NIM1	NIM1K	167359
627	P04629	1	High affinity nerve growth factor receptor	NTRK1	4914
628	O95747	1	Serine/threonine-protein kinase OSR1	OXSR1	9943
629	Q13153	1	Serine/threonine-protein kinase PAK 1	PAK1	5058
630	Q13177	1	Serine/threonine-protein kinase PAK 2	PAK2	5062
631	O75914	1	Serine/threonine-protein kinase PAK 3	PAK3	5063
632	O96013	1	Serine/threonine-protein kinase PAK 4	PAK4	10298
633	Q9P286	1	Serine/threonine-protein kinase PAK 5	PAK5	57144
634	Q9NQU5	1	Serine/threonine-protein kinase PAK 6	PAK6	106821730; 56924
635	O15530	1	3-phosphoinositide-dependent protein kinase 1	PDPK1	5170
636	Q16816	1	"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"	PHKG1	5260
637	Q9UBF8	1	Phosphatidylinositol 4-kinase beta	PI4KB	5298
638	P11309	1	Serine/threonine-protein kinase pim-1	PIM1	5292
639	Q8TBX8	1	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	PIP4K2C	79837
640	Q9NYY3	1	Serine/threonine-protein kinase PLK2	PLK2	10769
641	Q9H4B4	1	Serine/threonine-protein kinase PLK3	PLK3	1263
642	P22694	1	cAMP-dependent protein kinase catalytic subunit beta	PRKACB	5567
643	Q9UGJ0	1	5'-AMP-activated protein kinase subunit gamma-2	PRKAG2	51422
644	Q9UGI9	1	5'-AMP-activated protein kinase subunit gamma-3	PRKAG3	53632
645	Q05655	1	Protein kinase C delta type	PRKCD	5580
646	P05129	1	Protein kinase C gamma type	PRKCG	5582
647	P41743	1	Protein kinase C iota type	PRKCI	5584
648	Q04759	1	Protein kinase C theta type	PRKCQ	5588
649	Q15139	1	Serine/threonine-protein kinase D1	PRKD1	5587
650	Q13237	1	cGMP-dependent protein kinase 2	PRKG2	5593
651	Q13523	1	Serine/threonine-protein kinase PRP4 homolog	PRPF4B	8899
652	Q9BVS4	1	Serine/threonine-protein kinase RIO2	RIOK2	55781
653	Q13546	1	Receptor-interacting serine/threonine-protein kinase 1	RIPK1	8737
654	P57078	1	Receptor-interacting serine/threonine-protein kinase 4	RIPK4	NA
655	P08922	1	Proto-oncogene tyrosine-protein kinase ROS	ROS1	6098
656	P51812	1	Ribosomal protein S6 kinase alpha-3	RPS6KA3	6197
657	Q52WX2	1	Serine/threonine-protein kinase SBK1	SBK1	388228
658	P0C264	1	Uncharacterized serine/threonine-protein kinase SBK3	SBK3	100130827
659	Q96BR1	1	Serine/threonine-protein kinase Sgk3	SGK3	100533105; 23678
660	Q99808	1	Equilibrative nucleoside transporter 1	SLC29A1	2030
661	Q9UEE5	1	Serine/threonine-protein kinase 17A	STK17A	9263
662	Q9Y6E0	1	Serine/threonine-protein kinase 24	STK24	8428
663	Q9P289	1	Serine/threonine-protein kinase 26	STK26	51765
664	Q13188	1	Serine/threonine-protein kinase 3	STK3	6788
665	Q8WU08	1	Serine/threonine-protein kinase 32A	STK32A	202374
666	Q8TDR2	1	Serine/threonine-protein kinase 35	STK35	140901
667	Q15208	1	Serine/threonine-protein kinase 38	STK38	11329
668	Q9Y2H1	1	Serine/threonine-protein kinase 38-like	STK38L	23012
669	Q9UEW8	1	STE20/SPS1-related proline-alanine-rich protein kinase	STK39	27347
670	Q7L7X3	1	Serine/threonine-protein kinase TAO1	TAOK1	57551
671	Q9UL54	1	Serine/threonine-protein kinase TAO2	TAOK2	9344
672	Q9H2K8	1	Serine/threonine-protein kinase TAO3	TAOK3	51347
673	Q02763	1	Angiopoietin-1 receptor	TEK	7010
674	P37173	1	TGF-beta receptor type-2	TGFBR2	7048
675	P35590	1	Tyrosine-protein kinase receptor Tie-1	TIE1	7075
676	Q9UKI8	1	Serine/threonine-protein kinase tousled-like 1	TLK1	9874
677	Q86UE8	1	Serine/threonine-protein kinase tousled-like 2	TLK2	11011
678	Q9UKE5	1	TRAF2 and NCK-interacting protein kinase	TNIK	23043
679	Q13470	1	Non-receptor tyrosine-protein kinase TNK1	TNK1	8711
680	Q59H18	1	Serine/threonine-protein kinase TNNI3K	TNNI3K	100526835; 51086
681	Q9BXA7	1	Testis-specific serine/threonine-protein kinase 1	TSSK1B	83942
682	P33981	1	Dual specificity protein kinase TTK	TTK	7272
683	Q06418	1	Tyrosine-protein kinase receptor TYRO3	TYRO3	7301
684	P22309	1	UDP-glucuronosyltransferase 1-1	UGT1A1	54658
685	Q99870	1	Vesicle monoamine transporter type 2	VMAT2	NA
686	P30291	1	Wee1-like protein kinase	WEE1	7465
687	P43403	1	Tyrosine-protein kinase ZAP-70	ZAP70	7535
688	P61925	1	cAMP-dependent protein kinase inhibitor alpha	PKIA	5569
689	Q13464	1	Rho-associated protein kinase 1	ROCK1	6093
690	Q92934	1	Bcl2-associated agonist of cell death	BAD	572
691	P10415	1	Apoptosis regulator Bcl-2	BCL2	596
692	Q92843	1	Bcl-2-like protein 2	BCL2L2	599
693	Q07817	1	Bcl-2-like protein 1 	BCL2L1	598
694	P23141	1	Liver carboxylesterase 1	CES1	1066
695	P31040	1	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	SDHA	6389
696	P21912	1	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial "	SDHB	6390
697	Q99643	1	"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial "	SDHC	6391
698	O14521	1	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial "	SDHD	6392
699	P27487	1	Dipeptidyl peptidase 4	DPP4	1803
700	P00352	1	Retinal dehydrogenase 1	ALDH1A1	216
701	O94788	1	Retinal dehydrogenase 2	ALDH1A2	8854
702	P47895	1	Aldehyde dehydrogenase family 1 member A3	ALDH1A3	220
703	P05090	1	Apolipoprotein D	APOD	347
704	O75911	1	Short-chain dehydrogenase/reductase 3	DHRS3	9249
705	Q9BTZ2	1	Dehydrogenase/reductase SDR family member 4	DHRS4	10901
706	O60760	1	Hematopoietic prostaglandin D synthase	HPGDS	27306
707	O95237	1	Lecithin retinol acyltransferase	LRAT	9227
708	P09455	1	Retinol-binding protein 1	RBP1	5947
709	P10745	1	Retinol-binding protein 3	RBP3	5949
710	Q8TC12	1	Retinol dehydrogenase 11	RDH11	51109
711	Q96NR8	1	Retinol dehydrogenase 12	RDH12	145226
712	Q8NBN7	1	Retinol dehydrogenase 13	RDH13	112724
713	Q9HBH5	1	Retinol dehydrogenase 14	RDH14	57665
714	Q92781	1	11-cis retinol dehydrogenase	RDH5	5959
715	Q9NYR8	1	Retinol dehydrogenase 8	RDH8	50700
716	Q6NUM9	1	"All-trans-retinol 13,14-reductase"	RETSAT	54884
717	P12271	1	Retinaldehyde-binding protein 1	RLBP1	6017
718	P49747	1	Cartilage oligomeric matrix protein 	COMP	1311
719	P09466	1	Glycodelin 	PAEP	5047
720	P50120	1	Retinol-binding protein 2 	RBP2	5948
721	P02753	1	Retinol-binding protein 4 	RBP4	5950
722	P07996	1	Thrombospondin-1	THBS1	7057
723	P35442	1	Thrombospondin-2	THBS2	7058
724	P49746	1	Thrombospondin-3	THBS3	7059
725	P35443	1	Thrombospondin-4	THBS4	7060
726	P55085	1	Proteinase-activated receptor 2 	F2RL1	2150
727	P22748	1	Carbonic anhydrase 4	CA4	762
728	P39086	1	"Glutamate receptor ionotropic, kainate 1"	GRIK1	2897
729	Q9ULX7	1	Carbonic anhydrase 14 	CA14	23632
730	P35218	1	"Carbonic anhydrase 5A, mitochondrial "	CA5A	763
731	Q9Y2D0	1	"Carbonic anhydrase 5B, mitochondrial "	CA5B	11238
732	Q13564	1	NEDD8-activating enzyme E1 regulatory subunit 	NAE1	8883
733	Q15843	1	NEDD8 	NEDD8	4738
734	Q8TBC4	1	NEDD8-activating enzyme E1 catalytic subunit 	UBA3	9039
735	P00813	1	Adenosine deaminase 	ADA	100
736	Q9NZK5	1	Adenosine deaminase 2 	ADA2	51816
737	P23109	1	AMP deaminase 1 	AMPD1	270
738	Q01433	1	AMP deaminase 2 	AMPD2	271
739	Q01432	1	AMP deaminase 3 	AMPD3	272
740	O00408	1	"cGMP-dependent 3',5'-cyclic phosphodiesterase "	PDE2A	5138
741	P08069	1	Insulin-like growth factor 1 receptor 	IGF1R	3480
742	O15111	1	Inhibitor of nuclear factor kappa-B kinase subunit alpha 	CHUK	1147
743	Q05329	1	Glutamate decarboxylase 2	GAD2	2572
744	P24298	1	Alanine aminotransferase 1	GPT	2875
745	Q8TD30	1	Alanine aminotransferase 2	GPT2	84706
746	Q9H9B1	1	Histone-lysine N-methyltransferase EHMT1 	EHMT1	79813
747	Q96KQ7	1	Histone-lysine N-methyltransferase EHMT2 	EHMT2	10919
748	Q9NYX4	1	Neuron-specific vesicular protein calcyon	CALY	50632
749	P26447	1	Protein S100-A4	S100A4	6275
750	Q15125	1	3-beta-hydroxysteroid-Delta	EBP	10682
751	Q9BY08	1	Emopamil-binding protein-like 	EBPL	84650
752	P24046	1	Gamma-aminobutyric acid receptor subunit rho-1 	GABRR1	2569
753	P28476	1	Gamma-aminobutyric acid receptor subunit rho-2 	GABRR2	2570
754	A8MPY1	1	Gamma-aminobutyric acid receptor subunit rho-3 	GABRR3	200959
755	P09874	1	Poly [ADP-ribose] polymerase 1	PARP1	142
756	Q9UGN5	1	Poly [ADP-ribose] polymerase 2	PARP2	10038
757	Q9Y6F1	1	Poly [ADP-ribose] polymerase 3	PARP3	10039
758	P11388	1	DNA topoisomerase 2-alpha	TOP2A	7153
759	Q02880	1	DNA topoisomerase 2-beta	TOP2B	7155
760	P33527	1	Multidrug resistance-associated protein 1 	ABCC1	4363
761	P06276	1	Cholinesterase 	BCHE	590
762	P45954	1	"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"	ACADSB	36
763	P51649	1	"Succinate-semialdehyde dehydrogenase, mitochondrial"	ALDH5A1	7915
764	Q92769	1	Histone deacetylase 2	HDAC2	3066
765	Q9UKV0	1	Histone deacetylase 9	HDAC9	9734
766	Q02218	1	"2-oxoglutarate dehydrogenase, mitochondrial"	OGDH	4967
767	Q07869	1	Peroxisome proliferator-activated receptor alpha	PPARA	5465
768	Q03181	1	Peroxisome proliferator-activated receptor delta	PPARD	5467
769	P37231	1	Peroxisome proliferator-activated receptor gamma	PPARG	5468
770	Q07699	1	Sodium channel subunit beta-1	SCN1B	6324
771	Q99250	1	Sodium channel protein type 2 subunit alpha	SCN2A	6326
772	O60939	1	Sodium channel subunit beta-2	SCN2B	6327
773	Q9NY72	1	Sodium channel subunit beta-3	SCN3B	55800
774	P35499	1	Sodium channel protein type 4 subunit alpha	SCN4A	6329
775	Q8IWT1	1	Sodium channel subunit beta-4	SCN4B	6330
